site_key,name_en,unesco_id,category,criteria_display,criteria_count,countries,region,continent,latitude,longitude,inscription_year,inscription_decade,age_years,is_transboundary,is_endangered,area_hectares,has_image,components_count,geographic_type,unesco_url,description_en
valongo_wharf_archaeological_site,Valongo Wharf Archaeological Site,1548,Cultural,,0,BRA,Latin America and the Caribbean,Americas,,,2017,2010s,8,False,False,0.3895,True,1,Cultural Landscape,https://whc.unesco.org/en/list/1548,"Valongo Wharf Archaeological Site is located in central Rio de Janeiro and encompasses the entirety of Jornal do Comércio Square. It is in the former harbour area of Rio de Janeiro in which the old stone wharf was built for the landing of enslaved Africans reaching the South American continent from 1811 onwards. An estimated 900,000 Africans arrived in South America via Valongo. The site is composed of several archaeological layers, the lowest of which consists of floor pavings in pé de moleque "
sitio_roberto_burle_marx,Sítio Roberto Burle Marx,1620,Cultural,(ii)(iv),2,BRA,Latin America and the Caribbean,Americas,,,2021,2020s,4,False,False,40.53,True,1,Coastal,https://whc.unesco.org/en/list/1620,"Situated in the western region of Rio de Janeiro, the property embodies a successful project developed over more than 40 years by landscape architect and artist Roberto Burle Marx (1909-1994), a “landscape laboratory” to create “living works of art” using native plants and drawing on Modernist ideas. Began in 1949, the property encompasses extensive landscapes, gardens, buildings and collections, which feature the key characteristics that came to define Burle Marx’s landscape gardens and influen"
pirin_national_park,Pirin National Park,225,Natural,(vii)(viii)(ix),3,BGR,Europe and North America,Europe,,,1983,1980s,42,False,False,38350.04,True,1,Mountain,https://whc.unesco.org/en/list/225,"Spread over an area of over 27,000 ha, at an altitude between 1008 and 2914 m in the Pirin Mountains, southwest Bulgaria, the site comprises diverse limestone mountain landscapes with glacial lakes, waterfalls, caves and predominantly coniferous forests. It was added to the World Heritage List in 1983. The extension now covers an area of around 40,000 ha in the Pirin Mountains, and overlaps with the Pirin National Park, except for two areas developed for tourism (skiing). The dominant part of th"
rila_monastery,Rila Monastery,216,Cultural,,0,BGR,Europe and North America,Europe,,,1983,1980s,42,False,False,10.7,True,5,Cultural Landscape,https://whc.unesco.org/en/list/216,"Rila Monastery was founded in the 10th century by St John of Rila, a hermit canonized by the Orthodox Church. His ascetic dwelling and tomb became a holy site and were transformed into a monastic complex which played an important role in the spiritual and social life of medieval Bulgaria. Destroyed by fire at the beginning of the 19th century, the complex was rebuilt between 1834 and 1862. A characteristic example of the Bulgarian Renaissance (18th–19th centuries), the monument symbolizes the aw"
cidade_velha_historic_centre_of_ribeira_grande,"Cidade Velha, Historic Centre of Ribeira Grande",1310,Cultural,(ii)(iii),2,CPV,Africa,Africa,,,2009,2000s,16,False,False,209.1,True,1,Coastal,https://whc.unesco.org/en/list/1310,"The town of Ribeira Grande, renamed Cidade Velha in the late 18th century, was the first European colonial outpost in the tropics. Located in the south of the island of Santiago, the town features some of the original street layout impressive remains including two churches, a royal fortress and Pillory Square with its ornate 16th century marble pillar."
kulangsu_a_historic_international_settlement,"Kulangsu, a Historic International Settlement",1541,Cultural,(ii)(iv),2,CHN,Asia and the Pacific,Unknown,,,2017,2010s,8,False,False,316.2,True,1,Coastal,https://whc.unesco.org/en/list/1541,"Kulangsu is a tiny island located on the estuary of the Chiu-lung River, facing the city of Xiamen. With the opening of a commercial port at Xiamen in 1843, and the establishment of the island as an international settlement in 1903, this island off the southern coast of the Chinese empire suddenly became an important window for Sino-foreign exchanges. Kulangsu is an exceptional example of the cultural fusion that emerged from these exchanges, which remain legible in its urban fabric. There is a "
koh_ker_archaeological_site_of_ancient_lingapura_or_chok_gargyar,Koh Ker: Archaeological Site of Ancient Lingapura or Chok Gargyar,1667,Cultural,(ii)(iv),2,KHM,Asia and the Pacific,Unknown,,,2023,2020s,2,False,False,1187.61,True,1,Urban,https://whc.unesco.org/en/list/1667,"The archaeological site of Koh Ker is a sacred urban ensemble of numerous temples and sanctuaries including sculptures, inscriptions, wall paintings, and archaeological remains. Constructed over a twenty-three-year period, it was one of two rival Khmer Empire capitals – the other being Angkor – and was the sole capital from 928 to 944 CE. Established by King Jayavarman IV, his sacred city was believed to be laid out on the basis of ancient Indian religious concepts of the universe. The new city "
temple_zone_of_sambor_prei_kuk_archaeological_site_of_ancient_ishanapura,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",1532,Cultural,(ii)(iii),2,KHM,Asia and the Pacific,Unknown,,,2017,2010s,8,False,False,840.03,True,1,Forest,https://whc.unesco.org/en/list/1532,"The archaeological site of Sambor Prei Kuk, “the temple in the richness of the forest” in the Khmer language, has been identified as Ishanapura, the capital of the Chenla Empire that flourished in the late 6th and early 7th centuries AD. The property comprises more than a hundred temples, ten of which are octagonal, unique specimens of their genre in South-East Asia. Decorated sandstone elements in the site are characteristic of the pre-Angkor decorative idiom, known as the Sambor Prei Kuk Style"
diy_gid_biy_cultural_landscape_of_the_mandara_mountains,Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,1745,Cultural,(iii),1,CMR,Africa,Africa,,,2025,2020s,0,False,False,2500,True,1,Cultural Landscape,https://whc.unesco.org/en/list/1745,"Located in the Far North Region of Cameroon, the property includes sixteen archaeological sites across seven villages. Known as Diy-Gid-Biy (meaning “Ruin of the Chief’s Residence” in the Mafa language), these dry-stone architectural structures were likely built between the 12th and 17th centuries. While their original builders remain unknown, the area has been inhabited by the Mafa people since the 15th century. The surrounding landscape features agricultural terraces, homes, tombs, places of w"
gros_morne_national_park,Gros Morne National Park,419,Natural,(vii)(viii),2,CAN,Europe and North America,Europe,,,1987,1980s,38,False,False,180500,True,1,Mountain,https://whc.unesco.org/en/list/419,"Situated on the west coast of the island of Newfoundland, the park provides a rare example of the process of continental drift, where deep ocean crust and the rocks of the earth's mantle lie exposed. More recent glacial action has resulted in some spectacular scenery, with coastal lowland, alpine plateau, fjords, glacial valleys, sheer cliffs, waterfalls and many pristine lakes."
dinosaur_provincial_park,Dinosaur Provincial Park,71,Natural,(vii)(viii),2,CAN,Europe and North America,Europe,,,1979,1970s,46,False,False,7825,True,1,Natural Landscape,https://whc.unesco.org/en/list/71,"In addition to its particularly beautiful scenery, Dinosaur Provincial Park – located at the heart of the province of Alberta's badlands – contains some of the most important fossil discoveries ever made from the 'Age of Reptiles', in particular about 35 species of dinosaur, dating back some 75 million years."
lanse_aux_meadows_national_historic_site,L’Anse aux Meadows National Historic Site,4,Cultural,,0,CAN,Europe and North America,Europe,,,1978,1970s,47,False,False,7991,True,1,Coastal,https://whc.unesco.org/en/list/4,"At the tip of the Great Northern Peninsula of the island of Newfoundland, the remains of an 11th-century Viking settlement are evidence of the first European presence in North America. The excavated remains of wood-framed peat-turf buildings are similar to those found in Norse Greenland and Iceland."
mistaken_point,Mistaken Point,1497,Natural,(viii),1,CAN,Europe and North America,Europe,,,2016,2010s,9,False,False,146,True,1,Coastal,https://whc.unesco.org/en/list/1497,"This fossil site is located at the south-eastern tip of the island of Newfoundland, in eastern Canada. It consists of a narrow, 17 km-long strip of rugged coastal cliffs. Of deep marine origin, these cliffs date to the Ediacaran Period (580-560 million years ago), representing the oldest known assemblages of large fossils anywhere. These fossils illustrate a watershed in the history of life on earth: the appearance of large, biologically complex organisms, after almost three billion years of mic"
nahanni_national_park,Nahanni National Park,24,Natural,(vii)(viii),2,CAN,Europe and North America,Europe,,,1978,1970s,47,False,False,476560,True,1,Mountain,https://whc.unesco.org/en/list/24,"Located along the South Nahanni River, one of the most spectacular wild rivers in North America, this park contains deep canyons and huge waterfalls, as well as a unique limestone cave system. The park is also home to animals of the boreal forest, such as wolves, grizzly bears and caribou. Dall's sheep and mountain goats are found in the park's alpine environment."
red_bay_basque_whaling_station,Red Bay Basque Whaling Station,1412,Cultural,(iii)(iv),2,CAN,Europe and North America,Europe,,,2013,2010s,12,False,False,312.973,True,1,Coastal,https://whc.unesco.org/en/list/1412,"Red Bay, established by Basque mariners in the 16th century at the north-eastern tip of Canada on the shore of the Strait of Belle Isle is an archaeological site that provides the earliest, most complete and best preserved testimony of the European whaling tradition. Gran Baya, as it was called by those who founded the station in 1530s, was used as a base for coastal hunting, butchering, rendering of whale fat by heading to produce oil and storage. It became a major source of whale oil which was"
pimachiowin_aki,Pimachiowin Aki,1415,Mixed,(iii)(ix),2,CAN,Europe and North America,Europe,,,2018,2010s,7,False,False,2904000,True,1,Forest,https://whc.unesco.org/en/list/1415,"Pimachiowin Aki ('The Land That Gives Life') is a landscape of rivers, lakes, wetlands, and boreal forest. It forms part of the ancestral home of the Anishinaabeg, an indigenous people living from fishing, hunting and gathering. The site encompasses the traditional lands of four Anishinaabeg communities (Bloodvein River, Little Grand Rapids, Pauingassi and Poplar River). It is an exceptional example of the cultural tradition of Ji-ganawendamang Gidakiiminaan ('keeping the land'), which consists "
